date,platform,locale,campaign_type,media_source,ad_show_id_final,ad_show_title_final,ad_show_language_final,genre,sub_team,total_cost_dollars,refresh_date
2/27/2026,android,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,1237.21912109607,3/5/2026
2/10/2026,android,USA,Scaling,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,4502.55559012928,3/5/2026
2/25/2026,ios,USA,Scaling,Tik Tok,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,2510.21338887375,3/5/2026
2/5/2026,android,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,1680.83461341463,3/5/2026
2/11/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Script Cracking,1148.35475970018,3/5/2026
2/15/2026,android,USA,Testing,Tik Tok,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,232.862518070949,3/5/2026
2/2/2026,ios,USA,Scaling,Google,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,7372.99938408016,3/5/2026
2/26/2026,android,USA,Testing,Facebook,Others,Others,english,,Commissioning,290.346642583855,3/5/2026
2/9/2026,android,USA,Scaling,Facebook,Others,Others,english,,Growth,3993.65151636745,3/5/2026
2/4/2026,ios,USA,Scaling,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,5814.82342279857,3/5/2026
3/2/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Script Cracking,1212.93565052314,3/5/2026
2/7/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Channel,714.200452408852,3/5/2026
2/11/2026,ios,USA,Scaling,Facebook,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,1975.29820578257,3/5/2026
2/19/2026,android,USA,Scaling,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,2452.38092908512,3/5/2026
2/16/2026,android,USA,Testing,Tik Tok,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,150.639207136045,3/5/2026
2/22/2026,android,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,19994.0389076139,3/5/2026
2/3/2026,android,USA,Testing,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Affiliates,146.96710897373,3/5/2026
3/2/2026,android,USA,Scaling,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Channel,159.907763067934,3/5/2026
2/14/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Script Cracking,680.281063835523,3/5/2026
2/7/2026,android,USA,Scaling,Tik Tok,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,128.594955974738,3/5/2026
2/9/2026,android,USA,Scaling,Tik Tok,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,100.705061833885,3/5/2026
2/18/2026,android,USA,Testing,Tik Tok,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,R&D,755.025693313419,3/5/2026
2/4/2026,ios,USA,Scaling,Google,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,7362.85212542178,3/5/2026
2/5/2026,ios,USA,Scaling,Google,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,7393.63972002639,3/5/2026
2/10/2026,android,USA,Testing,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Script Cracking,983.708644663351,3/5/2026
2/21/2026,ios,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,17280.0463109402,3/5/2026
2/20/2026,android,USA,Scaling,Affiliates,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Affiliates,452.600995560073,3/5/2026
2/9/2026,android,USA,Scaling,Affiliates,Others,Others,,,Affiliates,421.386701847985,3/5/2026
2/12/2026,android,USA,Scaling,Affiliates,Others,Others,,,Affiliates,175.566587133812,3/5/2026
3/4/2026,android,USA,Scaling,Google,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,1232.32411513073,3/5/2026
2/20/2026,android,USA,Scaling,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,2335.03015267903,3/5/2026
3/2/2026,android,USA,Testing,Tik Tok,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,R&D,4.2126635884389,3/5/2026
2/2/2026,android,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,18733.4959830989,3/5/2026
2/21/2026,android,USA,Testing,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,702.992184684989,3/5/2026
2/20/2026,ios,USA,Scaling,Tik Tok,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,1996.4986380509,3/5/2026
2/14/2026,android,USA,Testing,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Script Cracking,182.405456499981,3/5/2026
2/23/2026,ios,USA,Scaling,Tik Tok,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,1975.13313197289,3/5/2026
2/14/2026,ios,USA,Scaling,Affiliates,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Affiliates,137.953547402516,3/5/2026
2/16/2026,android,USA,Testing,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Affiliates,180.919122350015,3/5/2026
2/4/2026,android,USA,Scaling,Facebook,Others,Others,english,,Growth,2604.5278380091,3/5/2026
2/17/2026,android,USA,Scaling,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,6354.25067567255,3/5/2026
2/15/2026,ios,USA,Scaling,Tik Tok,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,1253.22349341358,3/5/2026
2/10/2026,android,USA,Testing,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,443.680913024567,3/5/2026
2/12/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Script Cracking,653.698087046357,3/5/2026
2/19/2026,ios,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,16857.5154330307,3/5/2026
2/20/2026,android,USA,Testing,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,996.319079567346,3/5/2026
2/1/2026,android,USA,Testing,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,651.405509391486,3/5/2026
2/3/2026,android,USA,Testing,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,112.621951666678,3/5/2026
2/23/2026,ios,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,17314.6291698365,3/5/2026
2/10/2026,android,USA,Scaling,Tik Tok,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,99.9045891749388,3/5/2026
2/3/2026,ios,USA,Scaling,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,6404.63924900662,3/5/2026
2/5/2026,android,USA,Scaling,Facebook,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,2647.8125580014,3/5/2026
3/1/2026,android,USA,Scaling,Tik Tok,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Channel,203.379654847806,3/5/2026
2/18/2026,android,USA,Scaling,Tik Tok,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,99.8712287559633,3/5/2026
2/25/2026,ios,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,9718.70500367411,3/5/2026
2/5/2026,android,USA,Testing,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Script Cracking,3435.3017897334,3/5/2026
2/17/2026,android,USA,Testing,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1075.70215596384,3/5/2026
2/25/2026,android,USA,Testing,Facebook,Others,Others,,,Script Cracking,96.7901351993315,3/5/2026
2/7/2026,android,USA,Testing,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,1066.04677988262,3/5/2026
2/6/2026,ios,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,23288.0001804182,3/5/2026
2/24/2026,android,USA,Testing,Tik Tok,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,140.857539230687,3/5/2026
2/6/2026,android,USA,Scaling,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4504.00803972093,3/5/2026
2/11/2026,android,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,415.50132027773,3/5/2026
2/7/2026,android,USA,Testing,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Script Cracking,947.871524926885,3/5/2026
3/4/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,4820.63368333866,3/5/2026
2/2/2026,android,USA,Scaling,Facebook,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,1621.79382223199,3/5/2026
2/5/2026,android,USA,Scaling,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,5033.6492451334,3/5/2026
2/23/2026,android,USA,Testing,Tik Tok,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,69.214239575773,3/5/2026
2/12/2026,android,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,585.692773170628,3/5/2026
2/24/2026,ios,USA,Scaling,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,9327.03150937352,3/5/2026
2/24/2026,android,USA,Testing,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,1221.68218383428,3/5/2026
2/2/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Script Cracking,59.9624793370571,3/5/2026
3/1/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,4811.99047414658,3/5/2026
3/3/2026,android,USA,Testing,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,310.202901268238,3/5/2026
2/6/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,7577.08593084991,3/5/2026
2/24/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8542.54510045823,3/5/2026
2/9/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,7092.15319555005,3/5/2026
2/24/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,955.899014180982,3/5/2026
2/4/2026,android,USA,Testing,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Script Cracking,2244.56316138085,3/5/2026
2/21/2026,android,USA,Testing,Tik Tok,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,165.904232560552,3/5/2026
2/27/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,967.231257956719,3/5/2026
2/4/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8480.09643385706,3/5/2026
2/27/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8409.21115784722,3/5/2026
2/26/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,981.366195844623,3/5/2026
2/2/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,5794.24867337466,3/5/2026
2/14/2026,android,USA,Testing,Google,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Channel,427.888473345981,3/5/2026
2/28/2026,ios,USA,Scaling,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,7378.13085592456,3/5/2026
2/3/2026,android,USA,Testing,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,128.997594013888,3/5/2026
2/21/2026,android,USA,Testing,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,405.358127701411,3/5/2026
2/6/2026,android,USA,Testing,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,225.109155839422,3/5/2026
2/2/2026,android,USA,Testing,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Growth,163.233937008462,3/5/2026
2/13/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,418.45957768739,3/5/2026
3/4/2026,android,USA,Testing,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,241.677060701445,3/5/2026
3/1/2026,android,USA,Testing,Facebook,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,815.331293802214,3/5/2026
2/7/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8655.63074375561,3/5/2026
2/25/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,4329.0623584229,3/5/2026
2/7/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,6366.898766789,3/5/2026
2/1/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Script Cracking,72.0018694013763,3/5/2026
2/21/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,1143.58575071666,3/5/2026
2/5/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8954.80845308099,3/5/2026
2/1/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8463.15960842526,3/5/2026
2/26/2026,ios,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Channel,436.795642935948,3/5/2026
2/13/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,6663.92530741675,3/5/2026
2/20/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,1184.90579448649,3/5/2026
2/9/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8478.2384638037,3/5/2026
2/23/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,4578.92498439785,3/5/2026
2/12/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,588.651364660263,3/5/2026
2/24/2026,android,USA,Testing,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Script Cracking,253.155594187811,3/5/2026
2/17/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,4937.95092862687,3/5/2026
2/26/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,4543.72934987739,3/5/2026
2/18/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8615.4468705655,3/5/2026
2/4/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,6139.93627945083,3/5/2026
2/25/2026,ios,USA,Scaling,Facebook,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Channel,370.004194404355,3/5/2026
2/25/2026,ios,USA,Scaling,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,11047.5082661424,3/5/2026
2/3/2026,android,USA,Scaling,Tik Tok,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Channel,753.716880939048,3/5/2026
2/14/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8732.54588572083,3/5/2026
2/22/2026,android,USA,Scaling,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,4550.19175451934,3/5/2026
2/20/2026,ios,USA,Scaling,Google,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth,8172.18285485332,3/5/2026
2/11/2026,android,USA,Testing,Facebook,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,584.865125901852,3/5/2026
2/28/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,1010.56730260031,3/5/2026
2/13/2026,android,USA,Testing,Google,cbc35fa13bbe154873ec97f78f2b4cf4b66c7d31,The Alpha's Bride,english,Romantasy,Channel,1049.30827405163,3/5/2026
2/7/2026,android,USA,Testing,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Script Cracking,177.192635217075,3/5/2026
2/2/2026,android,USA,Scaling,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,4590.76174274054,3/5/2026
3/1/2026,android,USA,Scaling,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Growth – Experiment,1047.43327153088,3/5/2026
3/4/2026,android,USA,Testing,Facebook,Others,Others,english,,Growth,433.764873858378,3/5/2026
3/1/2026,android,USA,Testing,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,92.7344074461817,3/5/2026
3/3/2026,android,USA,Testing,Tik Tok,234ed47144507d63e9a903acfe37512c24bc9290,Twists of Love & Revenge,english,Drama/Romance,Growth,66.787458284163,3/5/2026
2/21/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Affiliates,3173.66805046314,3/5/2026
2/25/2026,ios,USA,Scaling,Facebook,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,3000.69788221356,3/5/2026
2/6/2026,ios,USA,Scaling,Facebook,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,2673.13489136179,3/5/2026
3/3/2026,android,USA,Testing,Facebook,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,187.437093379612,3/5/2026
2/28/2026,android,USA,Testing,Facebook,cd532605283eb73524e7a93c4f887f670a980c19,The Duke's Masked Bride,english,Drama/Romance,Script Cracking,658.681156149779,3/5/2026
2/3/2026,android,USA,Scaling,Affiliates,Others,Others,,,Affiliates,117.970374018103,3/5/2026
2/12/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,499.170769715456,3/5/2026
2/15/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,500.765392741965,3/5/2026
2/3/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Affiliates,103.16823391954,3/5/2026
2/11/2026,android,USA,Testing,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,93.7596061891587,3/5/2026
2/28/2026,android,USA,Scaling,Tik Tok,6a4577fe1d55a456874f42106439427b5f9e2f49,First Legendary Beast Master,english,Fantasy,Growth,991.411912744791,3/5/2026
2/16/2026,ios,USA,Scaling,Google,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,4755.35796351774,3/5/2026
2/1/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,500.439113262638,3/5/2026
2/8/2026,android,USA,Testing,Google,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,819.941582658819,3/5/2026
2/14/2026,android,USA,Scaling,Tik Tok,Others,Others,spanish,,Growth,341.363945718069,3/5/2026
3/3/2026,ios,USA,Scaling,Google,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,4639.6744587297,3/5/2026
2/21/2026,android,USA,Testing,Facebook,688d96ce7b1d3c3b46791bf30ea30c0a5e0787de,Heir in Hiding,english,Drama/Romance,Growth,138.522455166482,3/5/2026
2/21/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Growth,1197.94186677531,3/5/2026
3/1/2026,ios,USA,Scaling,Facebook,a2fa57d4cb8267b2645f2b588c39951fbf65093a,My Vampire System,english,Fantasy,Growth,4958.16741746005,3/5/2026
2/22/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,500.832586300742,3/5/2026
2/17/2026,ios,USA,Scaling,Google,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,3235.94827950927,3/5/2026
2/1/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Affiliates,21.0502809386385,3/5/2026
2/2/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,491.846944710162,3/5/2026
3/3/2026,ios,USA,Scaling,Google,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,2051.71939570247,3/5/2026
2/12/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Affiliates,2848.58426701771,3/5/2026
2/13/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Growth,1129.8102172022,3/5/2026
2/9/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,502.402937973779,3/5/2026
2/25/2026,android,USA,Scaling,Facebook,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Channel,405.944199666874,3/5/2026
3/1/2026,ios,USA,Scaling,Google,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,2285.57817748716,3/5/2026
3/3/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,458.43452313202,3/5/2026
2/23/2026,ios,USA,Scaling,Tik Tok,6608ee0d6404d7ded95464fc1443f2163a1ad298,Wolves of Blood Moon ,english,Romantasy,Growth,502.089061606291,3/5/2026
2/13/2026,ios,USA,Scaling,Google,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,3268.93041749369,3/5/2026
2/10/2026,android,USA,Scaling,Facebook,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,1060.04480082671,3/5/2026
2/18/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Growth,1257.75957642963,3/5/2026
2/8/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Growth,1407.19324521908,3/5/2026
2/27/2026,android,USA,Scaling,Facebook,abe921d7b916026cf57e327ac4946115baf36880,Weakest Beast Tamer,english,Fantasy,Growth,3549.88698685528,3/5/2026
2/9/2026,android,USA,Scaling,Facebook,2a2e01dfab3207bac1d5cacfd8463ef07f52d13f,Shadow Slave,english,Fantasy,Growth,1131.41868627381,3/5/2026
2/28/2026,ios,USA,Scaling,Google,b7fc44c5efcd7431bb98e34a29b3b10e044a57fe,The Royal Accident,english,Drama/Romance,Growth,1872.9816123889,3/5/2026
2/27/2026,ios,USA,Scaling,Affiliates,Others,Others,,,Affiliates,767.091067084758,3/5/2026
